document_id,title,document_type,topic,content,summary,department,project,system,technology,author_id,author_role,created_date,updated_date,status,approval_status,version,is_current,is_superseded,supersedes_document_id,authority_level,confidentiality_level,owner_team,source_type,url_or_reference,language
DOC-0962,Policy: Event Streaming Guidelines for Enterprise Gateway,Policy,event streaming,Technical assessment and standard guidelines regarding event streaming implementation for Enterprise Gateway system Data Pipeline.,Comprehensive architecture guidelines covering event streaming within Enterprise Gateway.,Product,Enterprise Gateway,Data Pipeline,Event Streaming,emp_130,Senior Architect,2025-02-01,2025-06-03,Superseded,Draft,2.2,False,True,,Senior Architect,Confidential,Product Core Team,Confluence,https://wiki.org/docs/DOC-0962,en
DOC-0963,Meeting Decision: Networking Guidelines for Project Beta,Meeting Decision,networking,Technical assessment and standard guidelines regarding networking implementation for Project Beta system Event Bus.,Comprehensive architecture guidelines covering networking within Project Beta.,Product,Project Beta,Event Bus,Networking,emp_198,Senior Architect,2022-12-29,2023-12-27,Draft,Rejected,2.0,True,False,,Senior Architect,Internal,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0963,en
DOC-0964,Technical Design Document: Observability Guidelines for Core Infrastructure,Technical Design Document,observability,Technical assessment and standard guidelines regarding observability implementation for Core Infrastructure system Payment Gateway.,Comprehensive architecture guidelines covering observability within Core Infrastructure.,DevOps,Core Infrastructure,Payment Gateway,Observability,emp_562,Senior Engineer,2023-12-09,2024-08-28,Active,Approved,1.2,True,False,,Senior Engineer,Public,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0964,en
DOC-0965,Meeting Decision: Databases Guidelines for Project Omega,Meeting Decision,databases,"Title: Meeting Decision for Project Omega
Department: Engineering

DynamoDB is chosen as the managed key-value store for high throughput in Project Omega.",Comprehensive architecture guidelines covering databases within Project Omega.,Engineering,Project Omega,Auth Service,DynamoDB,emp_493,Senior Engineer,2021-02-26,2025-08-22,Draft,Draft,1.0,True,False,,Senior Engineer,Confidential,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0965,en
DOC-0966,Engineering Note: Observability Guidelines for Project Alpha,Engineering Note,observability,Technical assessment and standard guidelines regarding observability implementation for Project Alpha system Data Pipeline.,Comprehensive architecture guidelines covering observability within Project Alpha.,Product,Project Alpha,Data Pipeline,Observability,emp_687,Senior Engineer,2025-12-31,2026-04-22,Draft,Under Review,2.0,True,False,,Senior Engineer,Public,Product Core Team,Confluence,https://wiki.org/docs/DOC-0966,en
DOC-0967,Engineering Note: Authorization Guidelines for Enterprise Gateway,Engineering Note,authorization,Technical assessment and standard guidelines regarding authorization implementation for Enterprise Gateway system Search Engine.,Comprehensive architecture guidelines covering authorization within Enterprise Gateway.,Architecture,Enterprise Gateway,Search Engine,Authorization,emp_457,Chief Architect,2024-04-23,2025-10-05,Draft,Under Review,2.0,True,False,,Chief Architect,Internal,Architecture Core Team,Git Markdown,https://wiki.org/docs/DOC-0967,en
DOC-0968,Deprecated Document: Caching Guidelines for Core Infrastructure,Deprecated Document,caching,Technical assessment and standard guidelines regarding caching implementation for Core Infrastructure system Metrics Engine.,Comprehensive architecture guidelines covering caching within Core Infrastructure.,Data Engineering,Core Infrastructure,Metrics Engine,Caching,emp_219,Project Notes,2021-05-15,2023-04-07,Draft,Under Review,1.1,True,False,,Project Notes,Internal,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0968,en
DOC-0969,Security Recommendation: Apis Guidelines for Project Delta,Security Recommendation,APIs,Technical assessment and standard guidelines regarding APIs implementation for Project Delta system Payment Gateway.,Comprehensive architecture guidelines covering APIs within Project Delta.,Product,Project Delta,Payment Gateway,Apis,emp_193,Unverified,2026-02-11,2026-06-25,Draft,Rejected,3.0,True,False,,Unverified,Restricted,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0969,en
DOC-0970,Standard: Microservices Guidelines for Project Gamma,Standard,microservices,Technical assessment and standard guidelines regarding microservices implementation for Project Gamma system Metrics Engine.,Comprehensive architecture guidelines covering microservices within Project Gamma.,DevOps,Project Gamma,Metrics Engine,Microservices,emp_545,Engineer,2021-06-18,2024-03-18,Active,Approved,2.2,True,False,,Engineer,Confidential,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0970,en
DOC-0971,Architecture Decision Record: Logging Guidelines for Enterprise Gateway,Architecture Decision Record,logging,Technical assessment and standard guidelines regarding logging implementation for Enterprise Gateway system Auth Service.,Comprehensive architecture guidelines covering logging within Enterprise Gateway.,DevOps,Enterprise Gateway,Auth Service,Logging,emp_951,Unverified,2022-01-21,2022-07-22,Draft,Draft,3.2,True,False,,Unverified,Internal,DevOps Core Team,Git Markdown,https://wiki.org/docs/DOC-0971,en
DOC-0972,Security Recommendation: Deployment Guidelines for Project Alpha,Security Recommendation,deployment,Technical assessment and standard guidelines regarding deployment implementation for Project Alpha system Search Engine.,Comprehensive architecture guidelines covering deployment within Project Alpha.,Engineering,Project Alpha,Search Engine,Deployment,emp_292,Engineer,2026-05-29,2026-06-04,Draft,Rejected,3.0,True,False,,Engineer,Restricted,Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0972,en
DOC-0973,Security Recommendation: Microservices Guidelines for Project Alpha,Security Recommendation,microservices,Technical assessment and standard guidelines regarding microservices implementation for Project Alpha system Data Pipeline.,Comprehensive architecture guidelines covering microservices within Project Alpha.,Security,Project Alpha,Data Pipeline,Microservices,emp_829,Architecture Team,2021-05-30,2025-05-31,Draft,Under Review,3.2,True,False,,Architecture Team,Public,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0973,en
DOC-0974,Standard: Authorization Guidelines for Project Gamma,Standard,authorization,Technical assessment and standard guidelines regarding authorization implementation for Project Gamma system User Portal.,Comprehensive architecture guidelines covering authorization within Project Gamma.,Engineering,Project Gamma,User Portal,Authorization,emp_281,Senior Engineer,2025-08-20,2025-12-14,Draft,Draft,2.0,True,False,,Senior Engineer,Internal,Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0974,en
DOC-0975,Meeting Decision: Backend Architecture Guidelines for Project Gamma,Meeting Decision,backend architecture,Technical assessment and standard guidelines regarding backend architecture implementation for Project Gamma system Search Engine.,Comprehensive architecture guidelines covering backend architecture within Project Gamma.,Security,Project Gamma,Search Engine,Backend Architecture,emp_999,Architecture Team,2023-04-19,2023-05-09,Draft,Rejected,2.1,True,False,,Architecture Team,Internal,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0975,en
DOC-0976,Policy: Event Streaming Guidelines for Project Alpha,Policy,event streaming,Technical assessment and standard guidelines regarding event streaming implementation for Project Alpha system Metrics Engine.,Comprehensive architecture guidelines covering event streaming within Project Alpha.,DevOps,Project Alpha,Metrics Engine,Event Streaming,emp_812,Architecture Board,2021-09-21,2025-06-09,Superseded,Under Review,1.0,False,True,,Architecture Board,Internal,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0976,en
DOC-0977,Standard: Messaging Guidelines for Project Omega,Standard,messaging,Technical assessment and standard guidelines regarding messaging implementation for Project Omega system Data Pipeline.,Comprehensive architecture guidelines covering messaging within Project Omega.,Architecture,Project Omega,Data Pipeline,Messaging,emp_797,Principal Engineer,2022-08-07,2025-08-09,Draft,Draft,3.1,True,False,,Principal Engineer,Public,Architecture Core Team,Git Markdown,https://wiki.org/docs/DOC-0977,en
DOC-0978,Deprecated Document: Microservices Guidelines for Project Alpha,Deprecated Document,microservices,Technical assessment and standard guidelines regarding microservices implementation for Project Alpha system Inventory System.,Comprehensive architecture guidelines covering microservices within Project Alpha.,Data Engineering,Project Alpha,Inventory System,Microservices,emp_230,Architecture Team,2026-08-01,2026-08-01,Draft,Rejected,1.0,True,False,,Architecture Team,Public,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0978,en
DOC-0979,Engineering Note: Authentication Guidelines for Project Beta,Engineering Note,authentication,"Title: Engineering Note for Project Beta
Department: Security

JWT tokens signed with RS256 algorithm are required for microservice-to-microservice auth in Project Beta.",Comprehensive architecture guidelines covering authentication within Project Beta.,Security,Project Beta,Event Bus,JWT RS256,emp_856,Project Notes,2023-06-25,2023-09-17,Draft,Under Review,1.2,True,False,,Project Notes,Public,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0979,en
DOC-0980,Architecture Decision Record: Kubernetes Guidelines for Project Beta,Architecture Decision Record,Kubernetes,Technical assessment and standard guidelines regarding Kubernetes implementation for Project Beta system Inventory System.,Comprehensive architecture guidelines covering Kubernetes within Project Beta.,Architecture,Project Beta,Inventory System,Kubernetes,emp_759,Architecture Team,2023-03-13,2025-04-29,Draft,Under Review,3.0,True,False,,Architecture Team,Internal,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0980,en
DOC-0981,Project Documentation: Backend Architecture Guidelines for Core Infrastructure,Project Documentation,backend architecture,Technical assessment and standard guidelines regarding backend architecture implementation for Core Infrastructure system Auth Service.,Comprehensive architecture guidelines covering backend architecture within Core Infrastructure.,Security,Core Infrastructure,Auth Service,Backend Architecture,emp_171,Project Notes,2024-05-17,2025-11-09,Draft,Draft,1.2,True,False,,Project Notes,Restricted,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0981,en
DOC-0982,Security Recommendation: Data Storage Guidelines for Project Omega,Security Recommendation,data storage,Technical assessment and standard guidelines regarding data storage implementation for Project Omega system Auth Service.,Comprehensive architecture guidelines covering data storage within Project Omega.,Data Engineering,Project Omega,Auth Service,Data Storage,emp_841,Senior Architect,2023-01-29,2023-04-17,Draft,Under Review,3.0,True,False,,Senior Architect,Public,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0982,en
DOC-0983,Architecture Decision Record: Security Guidelines for Enterprise Gateway,Architecture Decision Record,security,Technical assessment and standard guidelines regarding security implementation for Enterprise Gateway system Payment Gateway.,Comprehensive architecture guidelines covering security within Enterprise Gateway.,Data Engineering,Enterprise Gateway,Payment Gateway,Security,emp_880,Architecture Team,2024-02-29,2025-09-09,Superseded,Approved,2.2,False,True,,Architecture Team,Confidential,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0983,en
DOC-0984,Policy: Caching Guidelines for Core Infrastructure,Policy,caching,Technical assessment and standard guidelines regarding caching implementation for Core Infrastructure system Inventory System.,Comprehensive architecture guidelines covering caching within Core Infrastructure.,Platform,Core Infrastructure,Inventory System,Caching,emp_453,Principal Engineer,2023-09-09,2024-07-18,Draft,Rejected,2.0,True,False,,Principal Engineer,Internal,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0984,en
